Index,Compound,CAS,T_half_air_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
155,"benzoic acid, 2-methyl-",118-90-1|25567-10-6|442197-98-0,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",155.0,8373,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",ZWLPBLYKEWSWPD-UHFFFAOYSA-N,Cc1ccccc1C(=O)O
156,"benzoic acid, 2-chloro-",118-91-2|26264-09-5,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",156.0,8374,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",IKCLCGXPQILATA-UHFFFAOYSA-N,O=C(O)c1ccccc1Cl
157,"methanone, diphenyl-",119-61-9,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",157.0,3102,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1
158,anthracene,120-12-7|54261-80-2,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",158.0,8418,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1
159,"1,2-benzenediol",120-80-9|12385-08-9|26982-53-6,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",159.0,289,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N,Oc1ccccc1O
160,"benzene, 1,2,4-trichloro-",104810-41-5|120-82-1|63697-18-7,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",160.0,13,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1
161,"phenol, 2,4-dichloro-",120-83-2|3317-66-6,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",161.0,8449,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cl
162,"benzene, 1-methyl-2,4-dinitro-",121-14-2|1326-41-6|84029-42-5,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",162.0,8461,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
163,"benzenamine, n,n-dimethyl-",101357-19-1|121-69-7|86362-18-7,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",163.0,949,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1
164,malathion,121-75-5,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",164.0,4004,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
165,"1,3,5-triazine-2,4-diamine, 6-chloro-n,n'-diethyl-",122-34-9,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",165.0,5216,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",ODCWYMIRDDJXKW-UHFFFAOYSA-N,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1
166,"benzenamine, n-phenyl-",122-39-4|25656-57-9,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",166.0,11487,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(Nc2ccccc2)cc1
167,propanal,123-38-6|25722-18-3,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",167.0,527,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O
168,butanal,123-72-8|27789-14-6,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",168.0,261,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,CCCC=O
169,"acetic acid, butyl ester",123-86-4,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",169.0,31272,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O
170,"1,4-dioxane",123-91-1|28552-22-9,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",170.0,31275,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1
171,decane,116372-01-1|124-18-5|63335-87-5,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",171.0,15600,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",DIOQZVSQGTUSAI-UHFFFAOYSA-N,CCCCCCCCCC
172,"methanamine, n-methyl-",124-40-3|20786-94-1,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",172.0,674,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC
173,"1,3-butadiene, 2-chloro-",126-99-8,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",173.0,31369,"InChI=1S/C4H5Cl/c1-3-4(2)5/h3H,1-2H2",YACLQRRMGMJLJV-UHFFFAOYSA-N,C=CC(=C)Cl
174,pyrene,129-00-0|1346601-04-4|41496-25-7,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",174.0,31423,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34
175,"1,2-benzenedicarboxylic acid, dimethyl ester",131-11-3,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",175.0,8554,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",NIQCNGHVCWTJSM-UHFFFAOYSA-N,COC(=O)c1ccccc1C(=O)OC
176,dibenzofuran,132-64-9,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",176.0,568,InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,TXCDCPKCNAJMEE-UHFFFAOYSA-N,c1ccc2c(c1)oc1ccccc12
177,1-naphthalenamine,134-32-7|25168-10-9,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",177.0,8640,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2",RUFPHBVGCFYCNW-UHFFFAOYSA-N,Nc1cccc2ccccc12
178,"thioperoxydicarbonic diamide, tetramethyl-",137-26-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",178.0,5455,InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C
179,"ethanol, 2-amino-",12220-07-4|12220-09-6|141-43-5,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",179.0,700,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,NCCO
180,acetic acid ethyl ester,141-78-6,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",180.0,8857,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O
181,cyclopentene,10016-46-3|142-29-0|29300-20-7,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",181.0,8882,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1=CCCC1
182,hexanoic acid,142-62-1|56279-38-0,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",182.0,8892,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O
183,perylene,198-55-0|69736-15-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",183.0,9142,InChI=1S/C20H12/c1-5-13-6-2-11-17-18-12-4-8-14-7-3-10-16(20(14)18)15(9-1)19(13)17/h1-12H,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
184,fluoranthene,206-44-0|76774-50-0,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",184.0,9154,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,GVEPBJHOBDJJJI-UHFFFAOYSA-N,c1ccc2c(c1)-c1cccc3cccc-2c13
185,benzo(k)fluoranthene,207-08-9,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",185.0,9158,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,HAXBIWFMXWRORI-UHFFFAOYSA-N,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
186,chrysene,218-01-9|65777-08-4,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",186.0,9171,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c3ccccc3ccc21
187,cyclopentane,287-92-3,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",187.0,9253,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1
188,cyclo-octane,NA,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",188.0,NA,NA,NA,NA
189,parathion methyl,298-00-0,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",189.0,4130,"InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3",RLBIQVVOMOPOHC-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
190,aldrin,309-00-2,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",190.0,12310947,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-",QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl
191,delta-hexachlorocyclohexane,119911-69-2|319-84-6|319-85-7|319-86-8|55963-79-6|58-89-9|608-73-1|6108-10-7|6108-11-8|6108-12-9|6108-13-0,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",191.0,727,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
192,diuron,330-54-1,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",192.0,3120,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1
193,linuron,330-55-2|56645-87-5,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",193.0,9502,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XKJMBINCVNINCA-UHFFFAOYSA-N,CON(C)C(O)=Nc1ccc(Cl)c(Cl)c1
194,diazinon,333-41-5,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",194.0,3017,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
195,"benzene, fluoro-",462-06-6,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",195.0,10008,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1
196,"1h-indene, 2,3-dihydro-",496-11-7|56573-11-6,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",196.0,10326,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",PQNFLJBBNBOBRQ-UHFFFAOYSA-N,c1ccc2c(c1)CCC2
197,"benzene, 1,2,3-trimethyl-",25551-13-7|526-73-8,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",197.0,10686,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",FYGHSUNMUKGBRK-UHFFFAOYSA-N,Cc1cccc(C)c1C
198,"phenol, 2-methyl-4,6-dinitro-",534-52-1,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",198.0,10800,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)3-6(7(4)10)9(13)14/h2-3,10H,1H3",ZXVONLUNISGICL-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
199,"benzene, 1,3-dichloro-",541-73-1|63697-17-6,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",199.0,10943,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N,Clc1cccc(Cl)c1
200,"methane, oxybis chloro-",NA,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",200.0,NA,NA,NA,NA
201,"2,3-dimethylnaphthalene",581-40-8,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",201.0,11386,"InChI=1S/C12H12/c1-9-7-11-5-3-4-6-12(11)8-10(9)2/h3-8H,1-2H3",WWGUMAYGTYQSGA-UHFFFAOYSA-N,Cc1cc2ccccc2cc1C
202,"benzene, iodo-",51209-48-4|591-50-4,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",202.0,11575,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,SNHMUERNLJLMHN-UHFFFAOYSA-N,Ic1ccccc1
203,2-hexanone,30637-87-7|591-78-6,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",203.0,11583,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",QQZOPKMRPOGIEB-UHFFFAOYSA-N,CCCCC(C)=O
204,"acetic acid, 2-propenyl ester",29467-34-3|591-87-7,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",204.0,11584,"InChI=1S/C5H8O2/c1-3-4-7-5(2)6/h3H,1,4H2,2H3",FWZUNOYOVVKUNF-UHFFFAOYSA-N,C=CCOC(C)=O
205,"1,4-pentadiene",591-93-5,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",205.0,11587,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",QYZLKGVUSQXAMU-UHFFFAOYSA-N,C=CCC=C
206,"formic acid, butyl ester",592-84-7,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",206.0,11614,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",NMJJFJNHVMGPGM-UHFFFAOYSA-N,CCCCOC=O
207,"benzene, pentachloro-",608-93-5,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",207.0,11855,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
208,"1-propanamine, n-nitroso-n-propyl-",621-64-7,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",208.0,12130,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N,CCCN(CCC)N=O
209,3-butenoic acid,28391-17-5|625-38-7,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",209.0,32743,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2H,1,3H2,(H,5,6)",PVEOYINWKBTPIZ-UHFFFAOYSA-N,C=CCC(=O)O
210,"1,4-cyclohexadiene",628-41-1,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",210.0,12343,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",UVJHQYIOXKWHFD-UHFFFAOYSA-N,C1=CCC=CC1
211,"acetic acid, pentyl ester",628-63-7|828-63-7,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",211.0,12348,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O
212,"benzene, 1,2,3,4-tetrachloro-",13280-72-3|634-66-2|63697-20-1,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",212.0,12463,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,GBDZXPJXOMHESU-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1Cl
213,"benzene, 1,2,3,5-tetrachloro-",634-90-2|63697-21-2,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",213.0,12468,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,QZYNWJQFTJXIRN-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1
214,1-hexyne,26856-30-4|28827-85-2|693-02-7,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",214.0,12732,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",CGHIBGNXEGJPQZ-UHFFFAOYSA-N,C#CCCCC
215,"carbamothioic acid, dipropyl-, s-ethyl ester",759-94-4,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",215.0,12968,"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",GUVLYNGULCJVDO-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCC
216,1-ethylnaphthalene,1127-76-0|27138-19-8|29793-40-6,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",216.0,14315,"InChI=1S/C12H12/c1-2-10-7-5-8-11-6-3-4-9-12(10)11/h3-9H,2H2,1H3",ZMXIYERNXPIYFR-UHFFFAOYSA-N,CCc1cccc2ccccc12
217,carbofuran,1563-66-2,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",217.0,2566,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N,CN=C(O)Oc1cccc2c1OC(C)(C)C2
218,trifluralin,1582-09-8|71281-30-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",218.0,5569,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
219,"propane, 2-methoxy-2-methyl-",1219795-06-8|1634-04-4,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",219.0,15413,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N,COC(C)(C)C
220,"2,3,7,8-TCDD",1746-01-6|56795-67-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",220.0,15625,InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,HGUFODBRKLSHSI-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
221,atrazine,102029-43-6|1912-24-9,0.208333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",221.0,2256,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",MXWJVTOOROXGIU-UHFFFAOYSA-N,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1
222,dicamba,1918-00-9|62610-39-3|89300-29-8,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",222.0,3030,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",IWEDIXLBFLAXBO-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)O
223,decachlorobiphenyl  (PCB 209),NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",223.0,NA,NA,NA,NA
224,3 chlorobiphenyl  (PCB 3),NA,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",224.0,NA,NA,NA,NA
225,diallate,17708-57-5|2303-16-4,0.708333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",225.0,5284376,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3/b9-5-",SPANOECCGNXGNR-UITAMQMPSA-N,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C
